ID;Age;Income;DaysWithoutFrequency;LifetimeValue;NumberOfFrequencies;AttendedClasses;AllowedWeeklyVisitsBySLA;AllowedNumberOfVisitsBySLA;RealNumberOfVisits;NumberOfRenewals;NumberOfReferences;LastPeriodDuration;Recency;EnrollmentDuration_semesters;Monetary;Frequency;Gender;UseByTime;AthleticsActivities;WaterActivities;FitnessActivities;DanceActivities;TeamActivities;RacketActivities;CombatActivities;NatureActivities;SpecialActivities;OtherActivities;HasReferences;Dropout;R_Score;F_Score;M_Score;RFM_Segment;RFM_Score;RFM_Score_Labels
10672;60;5170.0;0;1529.55;322.0;318;2.0;8.58;11;5;0;183;0;9.17;166.79934569247547;35.11450381679389;0;0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;5;5;4;554;14;High Value
10673;1;0.0;5;567.6;32.0;31;2.0;17.42;5;1;0;183;5;2.33;243.60515021459227;13.733905579399142;0;0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;5;3;5;535;13;High Value
10674;22;1920.0;190;109.2;16.0;0;7.0;28.98;1;1;0;180;1696;2.0;54.6;8.0;0;0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1;1;2;1;121;4;Low Value
10675;26;1750.0;30;50.0;1.0;0;7.0;30.03;1;0;0;183;1092;0.33;151.5151515151515;3.0303030303030303;0;0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1;2;1;4;214;7;Low Value
10676;19;2180.0;33;38.5;2.0;0;7.0;38.99;2;0;0;180;206;0.33;116.66666666666666;6.0606060606060606;1;0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1;4;2;3;423;9;Medium Value
10677;22;1610.0;47;107.2;18.0;0;7.0;60.97;6;2;0;180;588;5.33;20.112570356472794;3.3771106941838647;1;0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1;3;1;1;311;5;Low Value
10678;23;1970.0;15;58.0;6.0;0;7.0;30.03;2;0;0;364;861;0.5;116.0;12.0;0;0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1;3;3;3;333;9;Medium Value
10679;19;1350.0;0;1066.0;258.0;0;7.0;21.98;1;2;0;183;0;4.5;236.88888888888889;57.333333333333336;0;0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;5;5;5;555;15;High Value
10680;47;3140.0;0;3137.35;954.0;11;7.0;60.97;43;5;0;183;0;10.33;303.71248789932235;92.35237173281703;1;0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0;5;5;5;555;15;High Value
10681;26;2160.0;97;873.85;203.0;0;7.0;21.98;0;4;0;183;97;8.5;102.80588235294118;23.88235294117647;0;0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;5;4;2;542;11;Medium Value
10682;22;2250.0;104;144.45;67.0;0;7.0;28.98;11;1;0;180;1610;2.0;72.225;33.5;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1;1;5;1;151;7;Low Value
10683;19;1340.0;58;43.6;2.0;0;7.0;60.97;2;0;0;183;750;0.5;87.2;4.0;0;0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1;3;1;2;312;6;Low Value
10684;48;2480.0;1;935.3;130.0;0;7.0;62.02;10;3;0;183;93;7.83;119.45083014048531;16.602809706257982;1;1;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1;5;4;3;543;12;High Value
10685;19;1970.0;113;43.6;10.0;0;7.0;28.98;10;1;0;180;1619;0.83;52.53012048192772;12.048192771084338;0;0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1;1;3;1;131;5;Low Value
10686;19;1780.0;57;35.4;2.0;0;7.0;60.97;1;0;0;180;598;0.5;70.8;4.0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1;3;1;1;311;5;Low Value
10687;37;3520.0;42;321.35;13.0;0;7.0;62.02;2;1;0;183;93;2.17;148.08755760368666;5.990783410138249;0;0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1;5;2;4;524;11;Medium Value
10688;26;2020.0;58;155.6;9.0;0;7.0;60.97;2;0;0;365;1245;0.67;232.23880597014923;13.432835820895521;0;0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1;2;3;5;235;10;Medium Value
10689;8;0.0;16;1167.05;87.0;74;2.0;17.42;4;3;0;364;16;6.33;184.3680884676145;13.744075829383887;0;0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;5;3;5;535;13;High Value
10690;21;1840.0;17;137.1;27.0;0;7.0;58.03;10;2;0;183;371;3.67;37.356948228882835;7.356948228882834;0;0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1;4;2;1;421;7;Low Value
10691;0;0.0;13;87.35;1.0;0;2.0;10.86;1;0;0;183;1069;0.33;264.6969696969697;3.0303030303030303;1;0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1;2;1;5;215;8;Medium Value
10692;16;2500.0;122;250.0;17.0;0;7.0;62.02;0;5;0;183;122;8.83;28.312570781426952;1.9252548131370328;1;0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0;5;1;1;511;7;Low Value
10693;27;1230.0;5;167.6;44.0;0;7.0;60.97;11;2;0;364;827;2.67;62.77153558052434;16.47940074906367;0;0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1;3;4;1;341;8;Medium Value
10694;41;5020.0;107;171.1;22.0;0;7.0;28.98;6;1;1;180;1613;1.17;146.23931623931625;18.803418803418804;1;0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1;1;4;4;144;9;Medium Value
10696;13;0.0;101;1023.8;23.0;22;2.0;17.42;0;2;0;364;558;5.83;175.60891938250427;3.9451114922813035;0;0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1;3;1;4;314;8;Medium Value
10697;68;4260.0;28;1309.0;175.0;146;2.0;17.42;3;3;0;364;485;8.0;163.625;21.875;0;0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1;4;4;4;444;12;High Value
10698;33;3140.0;22;220.65;23.0;0;7.0;59.01;8;2;0;180;255;1.5;147.1;15.333333333333334;0;0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1;4;3;4;434;11;Medium Value
10699;46;4290.0;9;20.9;2.0;2;7.0;3.99;0;0;0;183;1184;0.17;122.94117647058822;11.76470588235294;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1;2;3;3;233;8;Medium Value
10700;23;2750.0;3;535.5;142.0;0;7.0;45.01;10;3;0;183;3;6.5;82.38461538461539;21.846153846153847;0;0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;5;4;2;542;11;Medium Value
10701;23;2010.0;93;254.2;52.0;0;7.0;60.97;1;1;0;364;1599;2.17;117.14285714285714;23.963133640552996;0;0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1;1;4;3;143;8;Medium Value
10702;26;2020.0;35;225.0;46.0;1;7.0;59.01;4;5;0;180;268;8.5;26.470588235294116;5.411764705882353;0;0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1;4;2;1;421;7;Low Value
10703;21;1780.0;72;83.6;5.0;5;2.0;17.42;0;0;0;364;734;0.67;124.77611940298506;7.462686567164178;0;0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1;3;2;3;323;8;Medium Value
10704;9;0.0;394;634.9;22.0;13;1.0;8.71;3;3;0;364;495;4.17;152.25419664268586;5.275779376498801;0;0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1;4;2;4;424;10;Medium Value
10705;36;3640.0;161;155.0;8.0;0;7.0;39.97;6;2;0;180;618;2.5;62.0;3.2;0;1;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1;3;1;1;311;5;Low Value
10706;20;1610.0;9;137.5;23.0;16;7.0;30.03;7;1;0;183;9;1.5;91.66666666666667;15.333333333333334;0;0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;5;3;2;532;10;Medium Value
10707;25;2220.0;27;85.7;31.0;0;7.0;59.01;16;0;0;180;230;0.67;127.91044776119402;46.26865671641791;0;0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1;4;5;3;453;12;High Value
10708;19;2050.0;9;57.9;5.0;5;2.0;17.14;5;0;0;183;363;0.33;175.45454545454544;15.15151515151515;0;0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1;4;3;4;434;11;Medium Value
10709;31;2560.0;30;88.6;9.0;0;7.0;67.97;5;0;0;365;1217;0.67;132.23880597014923;13.432835820895521;0;0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1;2;3;3;233;8;Medium Value
10710;20;1470.0;15;80.5;11.0;0;7.0;39.97;6;0;0;180;188;1.0;80.5;11.0;0;0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1;4;3;2;432;9;Medium Value
10711;15;0.0;85;213.6;13.0;13;2.0;17.42;0;0;0;365;1272;1.33;160.6015037593985;9.774436090225564;0;0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1;2;2;4;224;8;Medium Value
10712;23;1720.0;6;133.3;15.0;0;7.0;24.01;10;5;0;183;6;9.5;14.031578947368422;1.5789473684210527;0;1;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1;5;1;1;511;7;Low Value
10713;24;1840.0;58;71.6;7.0;0;7.0;60.97;4;0;0;364;720;0.67;106.86567164179102;10.44776119402985;1;0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1;3;3;2;332;8;Medium Value
10714;47;6220.0;2;1052.3;150.0;142;4.0;34.84;11;3;0;364;2;6.33;166.24012638230647;23.696682464454977;0;0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;5;4;4;544;13;High Value
10715;28;1940.0;199;233.2;62.0;0;7.0;60.97;0;2;0;180;1707;2.33;100.08583690987123;26.609442060085836;0;0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1;1;5;2;152;8;Medium Value
10716;41;2410.0;39;68.6;8.0;7;4.0;34.84;6;0;0;183;762;0.5;137.2;16.0;1;0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1;3;4;3;343;10;Medium Value
10717;26;1770.0;9;97.0;18.0;0;7.0;60.97;12;0;0;183;1409;0.5;194.0;36.0;0;0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1;1;5;5;155;11;Medium Value
10718;25;2110.0;48;405.7;47.0;13;2.0;17.42;10;1;0;364;1554;2.17;186.95852534562212;21.658986175115206;1;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1;1;4;5;145;10;Medium Value
10719;22;2190.0;216;122.5;4.0;0;7.0;56.98;0;1;0;183;267;2.0;61.25;2.0;0;0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1;4;1;1;411;6;Low Value
10720;19;2510.0;56;95.6;8.0;0;7.0;62.02;1;0;0;365;1421;0.67;142.68656716417908;11.940298507462686;1;0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1;1;3;3;133;7;Low Value
10721;23;1860.0;154;384.9;34.0;0;7.0;59.01;0;2;0;180;1091;5.0;76.97999999999999;6.8;1;0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1;2;2;2;222;6;Low Value
10722;42;3120.0;71;73.6;1.0;0;7.0;42.0;1;0;0;183;1497;0.5;147.2;2.0;1;0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1;1;1;4;114;6;Low Value
10723;19;1950.0;44;43.6;2.0;0;7.0;49.98;2;0;0;181;1288;0.33;132.12121212121212;6.0606060606060606;1;0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1;2;2;3;223;7;Low Value
10724;10;0.0;164;225.6;2.0;2;1.0;8.71;0;0;0;364;621;1.83;123.27868852459015;1.0928961748633879;1;0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1;3;1;3;313;7;Low Value
10725;38;5170.0;140;150.0;8.0;0;7.0;59.99;0;0;0;181;1449;1.17;128.2051282051282;6.837606837606838;1;0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1;1;2;3;123;6;Low Value
10726;7;0.0;20;200.6;11.0;8;2.0;16.86;2;0;0;180;985;1.17;171.45299145299145;9.401709401709402;0;0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1;2;2;4;224;8;Medium Value
10727;52;6950.0;45;123.6;11.0;0;7.0;60.97;6;0;0;180;945;0.67;184.4776119402985;16.417910447761194;0;0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1;3;4;5;345;12;High Value
10728;20;1790.0;47;53.6;16.0;0;7.0;67.97;4;0;0;365;1234;0.5;107.2;32.0;1;0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1;2;5;2;252;9;Medium Value
10729;16;0.0;37;606.8;25.0;25;4.0;34.84;4;1;0;365;1224;3.83;158.43342036553523;6.527415143603133;0;0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1;2;2;4;224;8;Medium Value
10730;22;1160.0;28;674.1;195.0;2;7.0;60.97;8;4;0;180;170;6.33;106.49289099526067;30.805687203791468;0;0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1;4;5;2;452;11;Medium Value
10731;24;1940.0;594;194.2;23.0;0;7.0;62.02;2;3;0;365;1420;5.17;37.562862669245646;4.448742746615087;1;0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1;1;1;1;111;3;Low Value
10732;14;0.0;60;727.95;74.0;60;4.0;35.44;1;2;0;183;111;3.33;218.6036036036036;22.22222222222222;1;0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1;5;4;5;545;14;High Value
10733;19;1730.0;271;108.6;15.0;0;7.0;30.03;4;2;0;183;1093;3.0;36.199999999999996;5.0;1;1;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1;2;1;1;211;4;Low Value
10734;44;3890.0;6;10.6;38.0;0;7.0;52.01;7;2;0;183;6;3.0;3.533333333333333;12.666666666666666;1;1;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1;5;3;1;531;9;Medium Value
10736;22;1890.0;8;308.6;136.0;0;7.0;30.03;13;1;0;183;1085;1.83;168.63387978142077;74.31693989071037;0;0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1;2;5;4;254;11;Medium Value
10737;21;1060.0;20;448.2;16.0;0;7.0;60.97;4;3;0;180;162;4.5;99.6;3.5555555555555554;0;0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1;4;1;2;412;7;Low Value
10738;44;4390.0;24;113.1;2.0;0;7.0;48.02;2;1;0;183;24;0.83;136.26506024096386;2.4096385542168677;1;0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;5;1;3;513;9;Medium Value
10739;22;2176.851112764662;7;37.6;7.0;0;7.0;30.03;7;0;0;180;944;0.17;221.17647058823528;41.17647058823529;0;0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1;3;5;5;355;13;High Value
10740;43;5150.0;33;70.2;1.0;0;7.0;41.02;1;0;0;180;175;0.33;212.72727272727272;3.0303030303030303;0;0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1;4;1;5;415;10;Medium Value
10741;21;1010.0;139;73.6;23.0;0;7.0;28.98;6;1;0;180;1645;1.17;62.9059829059829;19.65811965811966;1;0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1;1;4;1;141;6;Low Value
10742;36;4610.0;1;70.6;11.0;0;7.0;24.99;12;0;0;181;1340;0.17;415.2941176470588;64.70588235294117;0;0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1;2;5;5;255;12;High Value
10743;19;1790.0;7;76.7;3.0;0;7.0;39.97;0;1;0;180;7;1.33;57.669172932330824;2.255639097744361;0;0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;5;1;1;511;7;Low Value
10744;21;2360.0;42;23.6;3.0;0;7.0;49.98;3;0;0;181;1316;0.33;71.51515151515152;9.09090909090909;1;0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1;2;2;1;221;5;Low Value
10745;23;1880.0;56;163.2;40.0;0;7.0;62.02;3;1;0;183;107;1.17;139.48717948717947;34.18803418803419;0;0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1;5;5;3;553;13;High Value
10746;24;2090.0;63;254.6;27.0;0;7.0;60.97;6;2;0;364;856;2.0;127.3;13.5;0;0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1;3;3;3;333;9;Medium Value
10748;20;1700.0;146;121.6;11.0;0;7.0;30.03;1;2;0;180;939;1.83;66.44808743169398;6.0109289617486334;0;0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1;3;2;1;321;6;Low Value
10749;7;0.0;24;559.8;25.0;24;1.0;8.71;2;4;0;364;138;5.83;96.0205831903945;4.288164665523156;1;0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1;4;1;2;412;7;Low Value
10750;55;4660.0;53;83.4;7.0;5;1.0;8.71;6;1;0;364;1559;0.83;100.48192771084338;8.433734939759036;0;0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1;1;2;2;122;5;Low Value
10751;23;1360.0;28;1017.8;166.0;0;7.0;44.03;2;4;0;183;28;7.83;129.98722860791827;21.20051085568327;0;0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;5;4;3;543;12;High Value
10752;31;1700.0;32;105.4;14.0;0;7.0;67.97;6;0;0;364;489;0.67;157.3134328358209;20.8955223880597;0;0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1;4;4;4;444;12;High Value
10753;24;1900.0;228;80.2;21.0;0;7.0;62.02;12;1;0;364;1734;1.83;43.82513661202186;11.475409836065573;0;0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1;1;3;1;131;5;Low Value
10754;23;1720.0;19;64.7;9.0;0;7.0;28.0;3;0;0;180;161;0.67;96.56716417910448;13.432835820895521;1;0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1;4;3;2;432;9;Medium Value
10755;21;1660.0;292;202.3;14.0;0;7.0;38.99;1;3;0;183;384;4.67;43.31905781584583;2.9978586723768736;0;1;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1;4;1;1;411;6;Low Value
10756;29;2810.0;21;64.7;5.0;0;2.0;11.14;4;0;0;180;163;0.67;96.56716417910448;7.462686567164178;0;0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1;4;2;2;422;8;Medium Value
10757;19;1520.0;14;195.8;35.0;0;7.0;60.97;8;0;0;180;156;1.33;147.21804511278197;26.31578947368421;0;0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1;4;5;4;454;13;High Value
10758;38;2850.0;128;148.6;9.0;0;7.0;60.97;0;1;0;364;1634;1.17;127.00854700854701;7.6923076923076925;0;0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1;1;2;3;123;6;Low Value
10759;19;1220.0;51;76.4;4.0;0;7.0;60.97;2;0;0;180;562;0.67;114.02985074626866;5.970149253731343;0;0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1;3;2;3;323;8;Medium Value
10760;80;6750.0;2;633.8;27.0;0;7.0;31.01;2;3;0;183;2;6.5;97.5076923076923;4.153846153846154;0;0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;5;1;2;512;8;Medium Value
10761;22;2130.0;25;586.1;104.0;0;7.0;60.97;19;2;0;364;315;4.67;125.5032119914347;22.26980728051392;0;0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1;4;4;3;443;11;Medium Value
10762;35;4000.0;160;163.1;49.0;0;7.0;59.01;12;0;0;180;252;1.83;89.12568306010928;26.775956284153004;0;1;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1;4;5;2;452;11;Medium Value
10764;6;0.0;11;506.2;47.0;53;2.0;17.42;8;2;0;365;1198;3.0;168.73333333333332;15.666666666666666;0;0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1;2;4;4;244;10;Medium Value
10765;19;2160.0;85;37.6;4.0;0;7.0;28.98;4;1;0;180;1591;0.67;56.11940298507463;5.970149253731343;0;0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1;1;2;1;121;4;Low Value
10766;33;2560.0;8;377.1;38.0;38;4.0;34.84;8;1;0;183;8;2.33;161.84549356223175;16.30901287553648;0;0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0;5;4;4;544;13;High Value
10767;23;1800.0;58;183.6;37.0;0;7.0;67.97;3;0;0;365;1245;1.67;109.94011976047905;22.155688622754493;1;0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1;2;4;2;242;8;Medium Value
10768;65;1450.0;374;1295.15;57.0;37;2.0;16.86;0;5;0;180;374;9.33;138.81564844587353;6.109324758842444;0;0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;4;2;3;423;9;Medium Value
10769;44;3230.0;104;294.2;21.0;0;7.0;60.97;1;1;0;364;1610;1.67;176.1676646706587;12.574850299401199;0;0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1;1;3;4;134;8;Medium Value
10770;17;1680.0;259;643.63;9.0;8;4.0;34.84;0;2;0;183;951;4.5;143.0288888888889;2.0;1;0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1;2;1;3;213;6;Low Value
10771;3;0.0;12;530.55;42.0;43;2.0;17.42;8;1;0;183;12;2.5;212.21999999999997;16.8;0;0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;5;4;5;545;14;High Value
10772;54;3480.0;97;162.45;12.0;0;7.0;60.97;0;1;0;183;97;1.33;122.14285714285712;9.022556390977444;0;0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;5;2;3;523;10;Medium Value
10773;23;1790.0;85;81.1;10.0;10;1.0;8.71;1;0;0;364;878;1.0;81.1;10.0;0;0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1;3;2;2;322;7;Low Value
10774;22;1670.0;178;87.2;1.0;0;7.0;41.02;2;0;0;183;387;1.17;74.52991452991454;0.8547008547008548;1;0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1;4;1;2;412;7;Low Value
10775;27;2660.0;39;286.1;28.0;28;2.0;17.42;3;0;0;180;945;1.33;215.11278195488723;21.052631578947366;0;0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1;3;4;5;345;12;High Value
10776;20;1890.0;34;64.9;11.0;0;7.0;60.97;8;0;0;183;358;0.5;129.8;22.0;0;0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1;4;4;3;443;11;Medium Value
10777;27;2390.0;0;296.6;46.0;11;7.0;21.98;13;2;0;183;0;2.67;111.08614232209739;17.228464419475657;1;0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;5;4;2;542;11;Medium Value
10778;20;1520.0;10;143.5;44.0;0;7.0;45.01;15;1;0;183;10;1.33;107.89473684210526;33.08270676691729;1;0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;5;5;2;552;12;High Value
10779;22;1570.0;1;401.1;125.0;0;7.0;60.97;9;2;0;180;1;3.5;114.60000000000001;35.714285714285715;0;0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;5;5;3;553;13;High Value
10780;24;2300.0;2;214.2;75.0;0;7.0;35.0;21;1;0;183;2;1.5;142.79999999999998;50.0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0;5;5;3;553;13;High Value
10781;3;0.0;12;1258.62;90.0;84;2.0;7.72;2;4;1;183;12;7.0;179.80285714285714;12.857142857142858;0;0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0;5;3;4;534;12;High Value
10782;13;0.0;33;195.2;10.0;6;2.0;14.86;2;1;0;183;33;1.33;146.76691729323306;7.518796992481203;0;0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;5;2;4;524;11;Medium Value
10783;42;3820.0;362;803.92;43.0;0;7.0;59.01;0;2;0;180;565;5.33;150.8292682926829;8.067542213883677;1;0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1;3;2;4;324;9;Medium Value
10785;22;1420.0;489;68.5;2.0;0;7.0;41.02;0;2;0;183;507;2.83;24.20494699646643;0.7067137809187279;1;0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1;4;1;1;411;6;Low Value
10786;23;1560.0;58;271.2;69.0;0;7.0;60.97;1;1;0;180;569;3.5;77.48571428571428;19.714285714285715;0;0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1;3;4;2;342;9;Medium Value
